organization_name,lane,org_type,address,city,distance_miles,contact_name,role_target,email,phone,source,verification_status
Sewanhaka High School,School,school,500 Tulip Avenue,Floral Park,8.21,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Young Adults Institute,Support Organization,social_facility,120 West 16th Street,New York,8.21,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brookdale Center Hebrew Union College,School,school,,,8.22,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Kurt Hahn Expeditionary Learning School,School,school,,,8.22,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Wortspiele Montessori Preschool,School,kindergarten,807 Classon Avenue,,8.22,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
BronxCare Medical and Dental at Poe,Medical,clinic,2432 Grand Concourse,Bronx,8.22,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Samuel J Tilden High School,School,school,,,8.22,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
All My Children Daycare & Nursery School,School,kindergarten,420 Lefferts Avenue,,8.22,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Riverstone Senior Life Services,Support Organization,social_facility,99 Fort Washington Avenue,New York,8.23,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Talent Prep,School,school,155 East Broadway,New York,8.23,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 91,School,school,,,8.23,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,656 Broadway,,8.24,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Davita Kidney Care,Medical,clinic,2410 Amsterdam Avenue,,8.24,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Tribeca Pediatrics,Medical,doctors,,,8.24,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 135 - Sheldon A. Brookner,School,school,,,8.24,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
It Takes A Village Academy,School,school,,,8.25,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Washington Avenue Multi-Specialty Medical Center,Medical,doctors,,,8.25,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Intermediate School X229 Roland Patterson,School,school,,,8.26,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brooklyn Hospital Center,Medical,hospital,121 DeKalb Avenue,Brooklyn,8.26,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brooklyn Technical High School,School,school,,,8.26,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
High School for Public Service,School,school,600 Kingston Avenue,Brooklyn,8.27,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School X230 Doctor Roland N Patterson,School,school,,,8.28,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Changing Tomorrow Academy,School,kindergarten,257 Gold Street,,8.28,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Bambi Early Education and Child Care,School,kindergarten,,,8.28,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Satori Laser,Medical,doctors,133 West 14th Street,,8.28,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Century Medical & Dental Center,Medical,clinic,180 Myrtle Avenue,Brooklyn,8.28,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Columbia University Irving Medical Center,Medical,hospital,630 West 168th Street,New York,8.28,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
dock.,Medical,clinic,1022 Nostrand Avenue,Brooklyn,8.29,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Heart to Heart Home Care,Support Organization,social_facility,2488 Grand Concourse,Bronx,8.29,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 2,School,school,122 Henry Street,,8.29,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 76 The Bennington School,School,school,,,8.29,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Medical Office,Medical,clinic,,,8.3,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Luria Academy of Brooklyn,School,school,,,8.3,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Chai Tots,School,kindergarten,,,8.3,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Stewart Manor Elementary School,School,school,38 Stewart Avenue,Stewart Manor,8.31,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Juno,Medical,clinic,677 Atlantic Avenue,Brooklyn,8.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Jerome Pediatric Center,Medical,doctors,Jerome Avenue,,8.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brooklyn Imaging,Medical,clinic,172 Myrtle Avenue,,8.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Friends of Crown Heights Educational Center,School,kindergarten,995 Carroll Street,,8.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 54,School,school,,,8.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 244,School,school,5404 Tilden Avenue,,8.32,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Francis of Assisi Elementary School,School,school,,,8.33,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Middle School 206,School,school,,,8.33,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Darchai Menachem,School,school,432 Rutland Road,Brooklyn,8.33,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Intermediate School 131,School,school,100 Hester Street,,8.33,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
PS 244,School,school,,,8.33,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Dr. David H. Lifschutz MD,Medical,doctors,611 Broadway,New York,8.34,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
181st Street Urgent Care Center,Medical,clinic,521 West 181st Street,,8.34,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
NYC Health + Hospitals/Gotham Health Judson,Medical,clinic,,,8.34,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Cardiac Specialists of Brooklyn,Medical,doctors,,,8.35,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brooklyn International High School,School,school,49 Flatbush Avenue Extension,,8.35,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 33,School,school,281 9th Avenue,,8.35,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
City and Country School,School,school,146 West 13th Street,,8.35,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Full Gospel Christian Academy,School,school,,,8.35,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 11,School,school,,,8.36,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 210,School,school,,,8.36,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Lenox Hill Radiology,Medical,clinic,4120 Broadway,,8.36,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Museum Heights Medical,Medical,doctors,,,8.36,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Hanson Place Seventh-Day Adventist Elementary School,School,school,,,8.36,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 41,School,school,116 West 11th Street,New York,8.36,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Middle School 260,School,school,,,8.37,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Brooklyn Independent Middle School,School,school,,,8.37,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Manor Oaks William R. Bowie Elementary School,School,school,1950 Hillside Avenue,New Hyde Park,8.37,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Public School 235,School,school,,,8.37,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Hagop Kevorkian Center for Near Eastern Studies,School,school,,,8.38,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
P.S. 397 Foster-Laurie,School,school,490 Fenimore Street,,8.38,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Canarsie Medical Health,Medical,doctors,135 Eastern Parkway,,8.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
"Eliot P. Schuster, M.D.",Medical,doctors,,,8.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Franklin Medical Center,Medical,doctors,901 Franklin Avenue,,8.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Precious Smiles,Medical,doctors,,,8.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Proxi Medical Urgent Care,Medical,clinic,,,8.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Bedford Avenue Family Health Center,Medical,clinic,,,8.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Dr. Vashty Jean-Louis,Medical,doctor,,,8.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Covert Avenue Elementary School,School,school,144 Covert Avenue,Elmont,8.39,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Swan,School,kindergarten,90 Bowery,,8.4,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Excelsior Medical,Medical,clinic,,,8.4,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Sheldon Medical Care PC,Medical,clinic,2435 Jerome Avenue,,8.4,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Medrite Urgen Care,Medical,clinic,405 6th Avenue,,8.4,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Bridges MS915,School,school,29 6th Avenue,,8.4,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Design Works High School,School,school,29 6th Avenue,,8.4,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Kings County Hospital Center,Medical,hospital,451 Clarkson Avenue,Brooklyn,8.4,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Dr. Camile F. Cohen,Medical,doctor,,,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Dr. Desmond Parkin,Medical,doctor,,,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Montessori Day School of Brooklyn,School,kindergarten,237 Park Place,,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Dr. Ann V. Arthur,Medical,doctor,,,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
NewYork-Presbyterian Medical Group Brooklyn,Medical,clinic,38 6th Avenue,Brooklyn,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Parkway Medical & Surgical Care,Medical,doctors,115 Eastern Parkway,,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
"Eulysses N. Leid, MD",Medical,doctors,,,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,,,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Yeshiva University High School,School,school,2540 Amsterdam Avenue,,8.41,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Lenox Health Greenwich Village,Medical,hospital,30 7th Avenue,New York,8.42,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,,,8.42,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Vivvi,School,kindergarten,55 Prospect Street,,8.42,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Wonderforest Nature Preschool,School,kindergarten,,,8.42,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
One Medical: City Point Brooklyn,Medical,clinic,445 Gold Street,,8.42,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Preschool of the Arts,School,kindergarten,207 Thompson Street,New York,8.43,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Heart to Heart Adult Day Care,Support Organization,social_facility,223 Empire Boulevard,,8.43,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Northeastern Adventist Academy,School,school,418 East 45th Street,Brooklyn,8.43,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Clara Barton High School,School,school,901 Classon Avenue,,8.43,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
MetroKids Preschool,School,kindergarten,46 Market Street,New York,8.44,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
Saint Pius X School,School,school,,,8.44,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
George Westinghouse Career and Technical Education High School,School,school,,,8.45,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
North Star Academy M.S. 340,School,school,227 Sterling Place,Brooklyn,8.45,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
HumanCare,Support Organization,social_facility,120 Mott Street,,8.46,,School Social Worker / Intake Coordinator,,,OpenStreetMap (Overpass),raw_unverified
