organization_name,lane,org_type,address,city,phone,email,website,contact_name,role_target,distance_miles,source,verification_status
SCO Family of Services,Support Organization,social_facility,154 Lawrence Street,,+1-718-797-3068,,,,Program Intake Coordinator,8.63,OpenStreetMap (Overpass),raw_unverified
Petits Poussins Brooklyn,School,kindergarten,,,+1-718-710-4403,,https://www.petitspoussinsbrooklyn.com,,School Social Worker,8.63,OpenStreetMap (Overpass),raw_unverified
Buckley School,School,school,,,,,,,School Social Worker,8.63,OpenStreetMap (Overpass),raw_unverified
Concourse House,Support Organization,social_facility,2751 Grand Concourse,Bronx,+1 718 584 4400,,https://www.concoursehouse.org/,,Program Intake Coordinator,8.64,OpenStreetMap (Overpass),raw_unverified
Park Place Community Middle School,School,school,,,+1-718-230-1216,,https://www.ms266brooklyn.org,,School Social Worker,8.64,OpenStreetMap (Overpass),raw_unverified
Park Slope Child Care Collective,School,kindergarten,,,+1 718 399 0397,,http://psccc.org/,,School Social Worker,8.64,OpenStreetMap (Overpass),raw_unverified
Seedlings,School,kindergarten,,,+1-718-222-1849,,https://www.seedlingslearning.com,,School Social Worker,8.64,OpenStreetMap (Overpass),raw_unverified
Public School 48,School,school,4360 Broadway,,,,,,School Social Worker,8.64,OpenStreetMap (Overpass),raw_unverified
P.S. K077,School,school,,,+1718-789-1192,,https://sites.google.com/view/p77k,,School Social Worker,8.65,OpenStreetMap (Overpass),raw_unverified
RAICES Times Plaza Senior Center,Support Organization,social_facility,,,+1-718-694-0895,,https://www.raices.us/senior-centers,,Program Intake Coordinator,8.65,OpenStreetMap (Overpass),raw_unverified
CityMD,Medical,clinic,,,+1-718-571-9418,,https://www.citymd.com/urgent-care-locations/ny/downtown-brooklyn,,Pediatric Intake Coordinator,8.65,OpenStreetMap (Overpass),raw_unverified
Public School 8,School,school,,,,,,,School Social Worker,8.65,OpenStreetMap (Overpass),raw_unverified
Bee Healthy Pediatrics,Medical,doctor,,,+1 718 399 9600,,,,Pediatric Intake Coordinator,8.66,OpenStreetMap (Overpass),raw_unverified
Catherine Street Family Respite Shelter,Support Organization,social_facility,78 Catherine Slip,New York,,,,,Program Intake Coordinator,8.66,OpenStreetMap (Overpass),raw_unverified
Demont Medical Care,Medical,doctors,1209 Hempstead Turnpike,,,,,,Pediatric Intake Coordinator,8.66,OpenStreetMap (Overpass),raw_unverified
Saints Philip and James School,School,school,,,,,,,School Social Worker,8.67,OpenStreetMap (Overpass),raw_unverified
Middle School K002,School,school,,,,,,,School Social Worker,8.67,OpenStreetMap (Overpass),raw_unverified
Park Slope Christian Academy,School,school,,,,,http://parkslopeacademy.com/,,School Social Worker,8.67,OpenStreetMap (Overpass),raw_unverified
Public School K141,School,school,,,,,,,School Social Worker,8.67,OpenStreetMap (Overpass),raw_unverified
Brooklyn Free Space,School,kindergarten,910 Union Street,Brooklyn,+1-718-965-3135,,https://www.brooklynfreespace.org,,School Social Worker,8.67,OpenStreetMap (Overpass),raw_unverified
The Dermatology Specialists,Medical,doctor,,,+1-212-385-3700,,https://www.thedermspecs.com/locations/downtown-brooklyn/,,Pediatric Intake Coordinator,8.67,OpenStreetMap (Overpass),raw_unverified
139 Centre,Medical,clinic,139 Centre Street,,,,,,Pediatric Intake Coordinator,8.67,OpenStreetMap (Overpass),raw_unverified
Vitreous Retina Macula Consultants of New York,Medical,doctors,110 Lafayette Street,New York,+1-212-234-3367,,https://www.vrmny.com/,,Pediatric Intake Coordinator,8.67,OpenStreetMap (Overpass),raw_unverified
New Hyde Park Memorial High School,School,school,500 Leonard Boulevard,New Hyde Park,+1 516-488-9500,,https://www.sewanhakaschools.org/o/nhp,,School Social Worker,8.67,OpenStreetMap (Overpass),raw_unverified
Public School 38,School,school,,,,,,,School Social Worker,8.67,OpenStreetMap (Overpass),raw_unverified
Palisades Medical Center,Medical,hospital,7600 River Road,North Bergen,+1 201 854 5000,,http://www.palisadesmedical.org/,,Pediatric Intake Coordinator,8.67,OpenStreetMap (Overpass),raw_unverified
Public School 621,School,school,,,,,,,School Social Worker,8.68,OpenStreetMap (Overpass),raw_unverified
Wayside Elementary School,School,school,,,,,,,School Social Worker,8.68,OpenStreetMap (Overpass),raw_unverified
Bright Horizons,School,kindergarten,345 Adams Street,Brooklyn,+1-718-488-7770,,,,School Social Worker,8.68,OpenStreetMap (Overpass),raw_unverified
"Rachel Frank, M.D.",Medical,doctors,,,,,https://nyulangone.org/doctors/1689643892/rachel-a-frank,,Pediatric Intake Coordinator,8.68,OpenStreetMap (Overpass),raw_unverified
"Amy Glaser, M.D.",Medical,doctors,,,,,https://nyulangone.org/doctors/1972688026/amy-l-glaser,,Pediatric Intake Coordinator,8.68,OpenStreetMap (Overpass),raw_unverified
Jeremiah Program,Support Organization,social_facility,,,+1-646-797-4374,,https://jeremiahprogram.org/campuses/brooklyn/,,Program Intake Coordinator,8.68,OpenStreetMap (Overpass),raw_unverified
Charles B. Wang Community Health Center,Medical,clinic,268 Canal Street,,,,,,Pediatric Intake Coordinator,8.68,OpenStreetMap (Overpass),raw_unverified
Century Medical & Dental Center,Medical,clinic,200 Livingston Street,Brooklyn,+1-718-522-3399,centurymedicalanddentalpc@gmail.com,https://www.centurymedicaldental.com,,Pediatric Intake Coordinator,8.69,OpenStreetMap (Overpass),raw_unverified
Read 718,Support Organization,social_facility,,,+1-718-576-3228,,https://www.read718.org/,,Program Intake Coordinator,8.69,OpenStreetMap (Overpass),raw_unverified
Occupational & Industrial Orthopedic Center,Medical,clinic,63 Downing Street,,+1-212-255-6690,,https://nyulangone.org/care-services/nyu-langone-occupational-industrial-orthopedic-center,,Pediatric Intake Coordinator,8.69,OpenStreetMap (Overpass),raw_unverified
Bronx Excellence 3 Middle,School,school,1160 East 213 Street,Bronx,,,https://www.excellencecommunityschools.org/,,School Social Worker,8.69,OpenStreetMap (Overpass),raw_unverified
Bronx Excellence 4 Middle,School,school,1160 E 213 Street,Bronx,,,https://www.excellencecommunityschools.org/,,School Social Worker,8.69,OpenStreetMap (Overpass),raw_unverified
VillageCare Rehabilitation & Nursing Center,Support Organization,rehabilitation,214 West Houston Street,New York,+1-212-337-9400,,https://www.villagecare.org/vcrn,,Program Intake Coordinator,8.69,OpenStreetMap (Overpass),raw_unverified
Blessed Sacrament School,School,school,,,,,,,School Social Worker,8.7,OpenStreetMap (Overpass),raw_unverified
Allergy MD,Medical,doctors,,,+1-718-392-1910,,https://allergymd.nyc/,,Pediatric Intake Coordinator,8.7,OpenStreetMap (Overpass),raw_unverified
Brooklyn Eye Cosmetic & Oculofacial Plastic Sugery Center,Medical,doctor,9 Prospect Park West,,+1-718-221-2020,,,,Pediatric Intake Coordinator,8.7,OpenStreetMap (Overpass),raw_unverified
Public School 195,School,school,,,,,,,School Social Worker,8.7,OpenStreetMap (Overpass),raw_unverified
Workshop Middle School,School,school,1100 Washington Avenue,,+1-917-444-1750,,https://workshopmiddleschool.org,,School Social Worker,8.71,OpenStreetMap (Overpass),raw_unverified
Women's Health Center,Medical,clinic,,,+1-718-875-9500,,,,Pediatric Intake Coordinator,8.71,OpenStreetMap (Overpass),raw_unverified
Dello Russo Laser Vision,Medical,doctor,,,+1-718-254-9263,,https://www.dellorusso.com/locations/lasik-surgery-brooklyn/,,Pediatric Intake Coordinator,8.71,OpenStreetMap (Overpass),raw_unverified
All Island Dermatology,Medical,doctors,54 New Hyde Park Road,Garden City,,,https://allislanddermatology.com/,,Pediatric Intake Coordinator,8.71,OpenStreetMap (Overpass),raw_unverified
Community High School of Social Justice,School,school,,,,,,,School Social Worker,8.72,OpenStreetMap (Overpass),raw_unverified
EmèlleMD,Medical,doctors,103 Bond Street,,+1-718-797-0789,dr@emellemd.com,https://www.emellemd.com,,Pediatric Intake Coordinator,8.72,OpenStreetMap (Overpass),raw_unverified
SINY Dermatology,Medical,doctor,76 7th Avenue,,+1-718-238-8500,,https://www.sinyderm.com,,Pediatric Intake Coordinator,8.72,OpenStreetMap (Overpass),raw_unverified
AHRC Betty Pendler Day Services,Support Organization,social_facility,,,+1-212-803-7340,,https://www.ahrcnyc.org/locations/betty-pendler-ny-league/,,Program Intake Coordinator,8.72,OpenStreetMap (Overpass),raw_unverified
Public School 41,School,school,,,,,,,School Social Worker,8.73,OpenStreetMap (Overpass),raw_unverified
The Robert Fulton School,School,school,,,,,,,School Social Worker,8.73,OpenStreetMap (Overpass),raw_unverified
Tribeca Pediatrics,Medical,doctor,250 Dean Street,,+1-718-855-0580,,https://www.tribecapediatrics.com/your-office/boerum-hill/,,Pediatric Intake Coordinator,8.73,OpenStreetMap (Overpass),raw_unverified
Brooklyn Women's Healthcare,Medical,doctor,,,+1-718-852-5810,,,,Pediatric Intake Coordinator,8.73,OpenStreetMap (Overpass),raw_unverified
"Larisa Litvinova, MD",Medical,doctors,,,+1-646-202-2968,,https://www.litvinovamedical.com,,Pediatric Intake Coordinator,8.73,OpenStreetMap (Overpass),raw_unverified
Elisabeth Irwin High School,School,school,,,,,,,School Social Worker,8.73,OpenStreetMap (Overpass),raw_unverified
Intermediate School 68,School,school,,,,,,,School Social Worker,8.73,OpenStreetMap (Overpass),raw_unverified
Public School 3,School,school,490 Hudson Street,,,,,,School Social Worker,8.73,OpenStreetMap (Overpass),raw_unverified
Bronx Aerospace High School,School,school,,,,,,,School Social Worker,8.74,OpenStreetMap (Overpass),raw_unverified
Kofinas Fertility Group,Medical,clinic,118 3rd Avenue,,+1-718-243-1600,,,,Pediatric Intake Coordinator,8.74,OpenStreetMap (Overpass),raw_unverified
Studio Creative Play,School,kindergarten,84 7th Avenue,,+1-845-614-3622,,https://www.studiocreativeplay.org,,School Social Worker,8.74,OpenStreetMap (Overpass),raw_unverified
Arab-American Family Support Center,Support Organization,social_facility,,,+1-718-643-8000,,https://www.aafscny.org,,Program Intake Coordinator,8.74,OpenStreetMap (Overpass),raw_unverified
The Language and Laugther Studio,School,kindergarten,,,,,,,School Social Worker,8.74,OpenStreetMap (Overpass),raw_unverified
The Marxist Education Project,School,school,388 Atlantic Avenue,,,info@marxedproject.org,https://marxedproject.org/,,School Social Worker,8.74,OpenStreetMap (Overpass),raw_unverified
"B. Maizel, M.D.",Medical,doctor,90 8th Avenue,,,,,,Pediatric Intake Coordinator,8.74,OpenStreetMap (Overpass),raw_unverified
DeFazio Obstetrics and Gynecology,Medical,doctor,90 8th Avenue,,+1-718-622-0435,,https://www.defazioobgyn.com,,Pediatric Intake Coordinator,8.74,OpenStreetMap (Overpass),raw_unverified
High School of Contemporary Arts,School,school,,,,,,,School Social Worker,8.75,OpenStreetMap (Overpass),raw_unverified
Berkeley Carroll School,School,school,,,+1 718 534 6560,,https://www.berkeleycarroll.org,,School Social Worker,8.75,OpenStreetMap (Overpass),raw_unverified
Brooklyn Law School Annex,School,school,,,,,,,School Social Worker,8.76,OpenStreetMap (Overpass),raw_unverified
Eleanor Van Gelder Elementary School,School,school,,,,,,,School Social Worker,8.76,OpenStreetMap (Overpass),raw_unverified
NYU Langone Eye Center,Medical,doctor,149 Pierrepont Street,,,,,,Pediatric Intake Coordinator,8.76,OpenStreetMap (Overpass),raw_unverified
Public School 8,School,school,3010 Briggs Avenue,,,,,,School Social Worker,8.76,OpenStreetMap (Overpass),raw_unverified
P.S. 133 William A. Butler,School,school,610 Baltic Street,,+1-718-398-5320,,https://www.ps133brooklyn.org,,School Social Worker,8.76,OpenStreetMap (Overpass),raw_unverified
Shelter Rock Elementary School,School,school,,,,,,,School Social Worker,8.76,OpenStreetMap (Overpass),raw_unverified
Public School 92,School,school,,,,,,,School Social Worker,8.77,OpenStreetMap (Overpass),raw_unverified
Pro Health Urgent Care,Medical,clinic,26 Court Street,,+1-347-335-0062,,https://lookup.prohealthcare.com/location-details/?p=loc-26-court-street-brooklyn-ny-11242,,Pediatric Intake Coordinator,8.77,OpenStreetMap (Overpass),raw_unverified
Chelsea Career and Techincal High School,School,school,,,+1-212-925-1080,,https://www.chelseacte.org,,School Social Worker,8.77,OpenStreetMap (Overpass),raw_unverified
MyGym,School,kindergarten,808 Union Street,,+1-718-788-2200,,https://www.mygym.com/parkslope/,,School Social Worker,8.78,OpenStreetMap (Overpass),raw_unverified
Integrative Wellness NY,Medical,clinic,26 Court Street,Brooklyn,+1-718-222-4888,info@integrativewellnessny.com,https://integrativewellnessny.com,,Pediatric Intake Coordinator,8.78,OpenStreetMap (Overpass),raw_unverified
Lefferts Garden Promise,School,kindergarten,,,+1-718-500-9779,,https://www.brooklynpromiselearning.com,,School Social Worker,8.78,OpenStreetMap (Overpass),raw_unverified
Saint Ann's School,School,school,129 Pierrepont Street,Brooklyn,+1-718-522-1660,,https://saintannsny.org,,School Social Worker,8.78,OpenStreetMap (Overpass),raw_unverified
Public School 282,School,school,,,,,,,School Social Worker,8.78,OpenStreetMap (Overpass),raw_unverified
One Medical Group,Medical,clinic,794 Union Street,Brooklyn,,,,,Pediatric Intake Coordinator,8.79,OpenStreetMap (Overpass),raw_unverified
James J Peters Veterans Affairs Medical Center,Medical,hospital,130 West Kingsbridge Road,Bronx,+1 718 584 9000,,https://www.bronx.va.gov/,,Pediatric Intake Coordinator,8.79,OpenStreetMap (Overpass),raw_unverified
Saint Jude's School,School,school,433 West 204th Street,,,,,,School Social Worker,8.8,OpenStreetMap (Overpass),raw_unverified
The New Jewish Home,Support Organization,social_facility,100 West Kingsbridge Road,Bronx,+1 718 410 1220,,https://jewishhome.org/locations/bronx/,,Program Intake Coordinator,8.8,OpenStreetMap (Overpass),raw_unverified
"David Salvage, M.D.",Medical,doctor,,,+1-646-473-1138,,,,Pediatric Intake Coordinator,8.8,OpenStreetMap (Overpass),raw_unverified
Medical Plaza,Medical,clinic,,,+1-718-975-8050,,,,Pediatric Intake Coordinator,8.8,OpenStreetMap (Overpass),raw_unverified
Downtown Pain Physicians Of Brooklyn,Medical,hospital,41 Clark Street,Brooklyn,+1-718-210-2225,downtownphysicians@gmail.com,https://www.downtownpainphysicians.com,,Pediatric Intake Coordinator,8.8,OpenStreetMap (Overpass),raw_unverified
Saint Annes School,School,school,,,,,,,School Social Worker,8.81,OpenStreetMap (Overpass),raw_unverified
Walton High School,School,school,,,,,,,School Social Worker,8.81,OpenStreetMap (Overpass),raw_unverified
Discovery High School,School,school,,,,,,,School Social Worker,8.81,OpenStreetMap (Overpass),raw_unverified
Immaculate Conception Parochial School,School,school,,,,,,,School Social Worker,8.81,OpenStreetMap (Overpass),raw_unverified
Brooklyn Frontiers High School,School,school,112 Schermerhorn Street,,+1-718-722-4727,,https://www.brooklynfrontiers.org/,,School Social Worker,8.81,OpenStreetMap (Overpass),raw_unverified
Planned Parenthood,Medical,clinic,44 Court Street,,+1-212-965-7000,,https://www.plannedparenthood.org/health-center/new-york/brooklyn/11201/boro-hall-center-2522-91110,,Pediatric Intake Coordinator,8.81,OpenStreetMap (Overpass),raw_unverified
Dr. Raj Raval,Medical,clinic,145 Henry Street,Brooklyn,+1-718-521-2424,downtownphysicians@gmail.com,https://www.downtownpainphysicians.com,,Pediatric Intake Coordinator,8.81,OpenStreetMap (Overpass),raw_unverified
Park Avenue Trauma,Medical,doctors,,,+1-718-625-9911,,https://parkavetrauma.com,,Pediatric Intake Coordinator,8.81,OpenStreetMap (Overpass),raw_unverified
Physical Therapists,Medical,doctors,145 Henry Street,Brooklyn,+1-718-673-6771,info@physicaltherapistsnyc.com,https://www.physicaltherapistsnyc.com,,Pediatric Intake Coordinator,8.81,OpenStreetMap (Overpass),raw_unverified
New York Orthopaedic Hand Surgery,Medical,doctor,33 Prospect Park West,,+1-718-399-7100,,https://www.pamelalevinemd.com,,Pediatric Intake Coordinator,8.81,OpenStreetMap (Overpass),raw_unverified
Empire Family Ophthalmology,Medical,doctor,,,+1-929-295-6616,,,,Pediatric Intake Coordinator,8.82,OpenStreetMap (Overpass),raw_unverified
Fastrackids,School,kindergarten,,,+1 718 260 8100,,https://ftkny.com/learning-centers/park-slope-gowanus-fastrackids-learning-center/,,School Social Worker,8.83,OpenStreetMap (Overpass),raw_unverified
Public School 86,School,school,2756 Reservoir Avenue,,,,,,School Social Worker,8.83,OpenStreetMap (Overpass),raw_unverified
Catholic Charities Brooklyn & Queens,Support Organization,social_facility,191 Joralemon Street,,+1-718-722-6001,,https://www.ccbq.org,,Program Intake Coordinator,8.83,OpenStreetMap (Overpass),raw_unverified
P.S. 321 Lower School,School,school,763 President Street,,+1-929-992-8578,,https://ps321.org,,School Social Worker,8.83,OpenStreetMap (Overpass),raw_unverified
Hopkins Center for Rehabilitation & Healthcare,Support Organization,social_facility,155 Dean Street,Brooklyn,+1 718 694 6700,,https://hopkinscenter.com/,,Program Intake Coordinator,8.83,OpenStreetMap (Overpass),raw_unverified
Murry Bergtraum High School for Business Careers,School,school,,,,,,,School Social Worker,8.83,OpenStreetMap (Overpass),raw_unverified
Our Lady of Grace Montessori School,School,school,,,,,,,School Social Worker,8.83,OpenStreetMap (Overpass),raw_unverified
High School for Teaching and the Professions,School,school,,,,,,,School Social Worker,8.84,OpenStreetMap (Overpass),raw_unverified
